id,name,category,primary_muscles,difficulty,image_url
Floor_Press,Floor Press con Barra,Barra,Tríceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Floor_Press/0.jpg
Floor_Press_with_Chains,Floor Press con Barra y Cadenas,Barra,Tríceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Floor_Press_with_Chains/0.jpg
Flutter_Kicks,Aleteo de Piernas (Flutter Kicks),Peso Corporal,Glúteos,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Flutter_Kicks/0.jpg
Foot-SMR,Masaje de Planta del Pie con Pelota (SMR),Otros,Gemelos,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Foot-SMR/0.jpg
Forward_Drag_with_Press,Arrastre Frontal con Empuje (Strongman),Otros,Pecho,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Forward_Drag_with_Press/0.jpg
Frankenstein_Squat,Sentadilla Frankenstein con Barra,Barra,Cuádriceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Frankenstein_Squat/0.jpg
Freehand_Jump_Squat,Sentadilla con Salto,Peso Corporal,Cuádriceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Freehand_Jump_Squat/0.jpg
Frog_Hops,Saltos de Rana,,Cuádriceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Frog_Hops/0.jpg
Frog_Sit-Ups,Sit-ups estilo Rana,Peso Corporal,Abdominales,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Frog_Sit-Ups/0.jpg
Front_Barbell_Squat,Sentadilla Frontal con Barra,Barra,Cuádriceps,Avanzado,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Front_Barbell_Squat/0.jpg
Front_Barbell_Squat_To_A_Bench,Sentadilla Frontal al Banco con Barra,Barra,Cuádriceps,Avanzado,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Front_Barbell_Squat_To_A_Bench/0.jpg
Front_Box_Jump,Saltos al Cajón Frontales,Otros,Femorales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Front_Box_Jump/0.jpg
Front_Cable_Raise,Elevación Frontal en Polea,Polea,Hombros,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Front_Cable_Raise/0.jpg
Front_Cone_Hops_or_hurdle_hops,Saltos de Conos Frontales,Otros,Cuádriceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Front_Cone_Hops_or_hurdle_hops/0.jpg
Front_Dumbbell_Raise,Elevación Frontal con Mancuernas,Mancuerna,Hombros,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Front_Dumbbell_Raise/0.jpg
Front_Incline_Dumbbell_Raise,Elevación Frontal Inclinada con Mancuernas,Mancuerna,Hombros,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Front_Incline_Dumbbell_Raise/0.jpg
Front_Leg_Raises,Patadas de Pierna Frontales (Estiramiento),Peso Corporal,Femorales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Front_Leg_Raises/0.jpg
Front_Plate_Raise,Elevación Frontal con Disco,Otros,Hombros,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Front_Plate_Raise/0.jpg
Front_Raise_And_Pullover,Elevación Frontal y Pullover con Barra,Barra,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Front_Raise_And_Pullover/0.jpg
Front_Squat_Clean_Grip,Sentadilla Frontal Agarre de Clean,Barra,Cuádriceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Front_Squat_Clean_Grip/0.jpg
Front_Squats_With_Two_Kettlebells,Sentadilla Frontal con Doble Kettlebell,Kettlebell,Cuádriceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Front_Squats_With_Two_Kettlebells/0.jpg
Front_Two-Dumbbell_Raise,Elevación Frontal con Dos Mancuernas,Mancuerna,Hombros,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Front_Two-Dumbbell_Raise/0.jpg
Full_Range-Of-Motion_Lat_Pulldown,Jalón al Pecho Rango Completo,Polea,Dorsales,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Full_Range-Of-Motion_Lat_Pulldown/0.jpg
Gironda_Sternum_Chins,Dominadas al Esternón (Gironda),Otros,Dorsales,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Gironda_Sternum_Chins/0.jpg
Glute_Ham_Raise,Glute Ham Raise en Máquina,Máquina,Femorales,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Glute_Ham_Raise/0.jpg
Glute_Kickback,Patada de Glúteo,Peso Corporal,Glúteos,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Glute_Kickback/0.jpg
Goblet_Squat,Sentadilla Goblet,Kettlebell,Cuádriceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Goblet_Squat/0.jpg
Good_Morning,Buenos Días con Barra,Barra,Femorales,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Good_Morning/0.jpg
Good_Morning_off_Pins,Buenos Días con Barra desde Pines,Barra,Femorales,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Good_Morning_off_Pins/0.jpg
Gorilla_Chin_Crunch,Dominadas con Encogimiento de Abdomen (Gorila),Peso Corporal,Abdominales,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Gorilla_Chin_Crunch/0.jpg
Groin_and_Back_Stretch,Estiramiento Lumbar e Ingle,,Aductores,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Groin_and_Back_Stretch/0.jpg
Groiners,Groiners (Calentamiento),Peso Corporal,Aductores,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Groiners/0.jpg
Hack_Squat,Sentadilla Hack en Máquina,Máquina,Cuádriceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Hack_Squat/0.jpg
Hammer_Curls,Curl Martillo con Mancuernas,Mancuerna,Bíceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Hammer_Curls/0.jpg
Hammer_Grip_Incline_DB_Bench_Press,Press Inclinado Neutro con Mancuernas,Mancuerna,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Hammer_Grip_Incline_DB_Bench_Press/0.jpg
Hamstring-SMR,Masaje de Femorales con Foam Roller,Foam Roller,Femorales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Hamstring-SMR/0.jpg
Hamstring_Stretch,Estiramiento de Femorales,,Femorales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Hamstring_Stretch/0.jpg
Handstand_Push-Ups,Flexiones de Hombro en Vertical (Handstand Push-Ups),Peso Corporal,Hombros,Avanzado,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Handstand_Push-Ups/0.jpg
Hang_Clean,Cargada Colgante con Barra (Hang Clean),Barra,Cuádriceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Hang_Clean/0.jpg
Hang_Clean_-_Below_the_Knees,Hang Clean desde abajo de las Rodillas,Barra,Cuádriceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Hang_Clean_-_Below_the_Knees/0.jpg
Hang_Snatch,Arrancada Colgante con Barra (Hang Snatch),Barra,Femorales,Avanzado,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Hang_Snatch/0.jpg
Hang_Snatch_-_Below_Knees,Hang Snatch desde abajo de las Rodillas,Barra,Femorales,Avanzado,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Hang_Snatch_-_Below_Knees/0.jpg
Hanging_Bar_Good_Morning,Buenos Días Colgando la Barra,Barra,Femorales,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Hanging_Bar_Good_Morning/0.jpg
Hanging_Leg_Raise,Elevaciones de Piernas Colgado,Peso Corporal,Abdominales,Avanzado,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Hanging_Leg_Raise/0.jpg
Hanging_Pike,Abdominales en V Colgado (Pikes),Peso Corporal,Abdominales,Avanzado,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Hanging_Pike/0.jpg
Heaving_Snatch_Balance,Snatch Balance Explosivo con Barra,Barra,Cuádriceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Heaving_Snatch_Balance/0.jpg
Heavy_Bag_Thrust,Empuje de Saco Pesado,Otros,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Heavy_Bag_Thrust/0.jpg
High_Cable_Curls,Curl de Bíceps en Polea Alta (Doble Bíceps),Polea,Bíceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/High_Cable_Curls/0.jpg
Hip_Circles_prone,Círculos de Cadera boca abajo,Peso Corporal,Abductores,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Hip_Circles_prone/0.jpg
Hip_Extension_with_Bands,Extensión de Cadera con Banda,Banda,Glúteos,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Hip_Extension_with_Bands/0.jpg
Hip_Flexion_with_Band,Flexión de Cadera con Banda,Banda,Cuádriceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Hip_Flexion_with_Band/0.jpg
Hip_Lift_with_Band,Elevaciones de Cadera con Banda,Banda,Glúteos,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Hip_Lift_with_Band/0.jpg
Hug_A_Ball,Abrazo a Fitball (Lumbar),Fitball,Espalda Baja,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Hug_A_Ball/0.jpg
Hug_Knees_To_Chest,Abrazo de Rodillas al Pecho (Estiramiento),,Espalda Baja,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Hug_Knees_To_Chest/0.jpg
Hurdle_Hops,Saltos de Vallas,Otros,Femorales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Hurdle_Hops/0.jpg
Hyperextensions_Back_Extensions,Extensiones de Espalda (Lumbares en Banco),Otros,Espalda Baja,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Hyperextensions_Back_Extensions/0.jpg
Hyperextensions_With_No_Hyperextension_Bench,Extensiones Lumbares en el Suelo,Peso Corporal,Espalda Baja,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Hyperextensions_With_No_Hyperextension_Bench/0.jpg
IT_Band_and_Glute_Stretch,Estiramiento de Banda Iliotibial y Glúteo,Otros,Abductores,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/IT_Band_and_Glute_Stretch/0.jpg
Iliotibial_Tract-SMR,Masaje de Banda Iliotibial con Foam Roller,Foam Roller,Abductores,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Iliotibial_Tract-SMR/0.jpg
Inchworm,Caminata de Manos (Inchworm),Peso Corporal,Femorales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Inchworm/0.jpg
Incline_Barbell_Triceps_Extension,Press Francés Inclinado con Barra,Barra,Tríceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Incline_Barbell_Triceps_Extension/0.jpg
Incline_Bench_Pull,Remo con Barra Acostado boca abajo en Banco Inclinado,Barra,Espalda Media,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Incline_Bench_Pull/0.jpg
Incline_Cable_Chest_Press,Press Inclinado en Poleas,Polea,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Incline_Cable_Chest_Press/0.jpg
Incline_Cable_Flye,Aperturas Inclinadas en Polea,Polea,Pecho,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Incline_Cable_Flye/0.jpg
Incline_Dumbbell_Bench_With_Palms_Facing_In,Press Inclinado Neutro con Mancuernas,Mancuerna,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Incline_Dumbbell_Bench_With_Palms_Facing_In/0.jpg
Incline_Dumbbell_Curl,Curl Inclinado con Mancuernas,Mancuerna,Bíceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Incline_Dumbbell_Curl/0.jpg
Incline_Dumbbell_Flyes,Aperturas Inclinadas con Mancuernas,Mancuerna,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Incline_Dumbbell_Flyes/0.jpg
Incline_Dumbbell_Flyes_-_With_A_Twist,Aperturas Inclinadas con Giro con Mancuernas,Mancuerna,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Incline_Dumbbell_Flyes_-_With_A_Twist/0.jpg
Incline_Dumbbell_Press,Press Inclinado con Mancuernas,Mancuerna,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Incline_Dumbbell_Press/0.jpg
Incline_Hammer_Curls,Curl Martillo Inclinado con Mancuernas,Mancuerna,Bíceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Incline_Hammer_Curls/0.jpg
Incline_Inner_Biceps_Curl,Curl Inclinado Interno con Mancuernas,Mancuerna,Bíceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Incline_Inner_Biceps_Curl/0.jpg
Incline_Push-Up,Flexiones Inclinadas,Peso Corporal,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Incline_Push-Up/0.jpg
Incline_Push-Up_Close-Grip,Flexiones Inclinadas Agarre Cerrado,Peso Corporal,Tríceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Incline_Push-Up_Close-Grip/0.jpg
Incline_Push-Up_Depth_Jump,Flexiones Inclinadas con Caída,Otros,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Incline_Push-Up_Depth_Jump/0.jpg
Incline_Push-Up_Medium,Flexiones Inclinadas Agarre Medio,Peso Corporal,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Incline_Push-Up_Medium/0.jpg
Incline_Push-Up_Reverse_Grip,Flexiones Inclinadas Agarre Supino,Peso Corporal,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Incline_Push-Up_Reverse_Grip/0.jpg
Incline_Push-Up_Wide,Flexiones Inclinadas Agarre Ancho,Peso Corporal,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Incline_Push-Up_Wide/0.jpg
Intermediate_Groin_Stretch,Estiramiento Intermedio de Ingle,Otros,Femorales,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Intermediate_Groin_Stretch/0.jpg
Intermediate_Hip_Flexor_and_Quad_Stretch,Estiramiento Intermedio de Flexores y Cuádriceps,Otros,Cuádriceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Intermediate_Hip_Flexor_and_Quad_Stretch/0.jpg
Internal_Rotation_with_Band,Rotación Interna de Hombro con Banda,Banda,Hombros,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Internal_Rotation_with_Band/0.jpg
Inverted_Row,Remo Invertido,,Espalda Media,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Inverted_Row/0.jpg
Inverted_Row_with_Straps,Remo Invertido con Correas (TRX),Otros,Espalda Media,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Inverted_Row_with_Straps/0.jpg
Iron_Cross,Cruz de Hierro con Mancuernas,Mancuerna,Hombros,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Iron_Cross/0.jpg
Iron_Crosses_stretch,Estiramiento Cruz de Hierro en Suelo,,Cuádriceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Iron_Crosses_stretch/0.jpg
Isometric_Chest_Squeezes,Contracciones Isométricas de Pecho,Peso Corporal,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Isometric_Chest_Squeezes/0.jpg
Isometric_Neck_Exercise_-_Front_And_Back,Ejercicios Isométricos de Cuello (Adelante y Atrás),Peso Corporal,Cuello,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Isometric_Neck_Exercise_-_Front_And_Back/0.jpg
Isometric_Neck_Exercise_-_Sides,Ejercicios Isométricos de Cuello (Laterales),Peso Corporal,Cuello,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Isometric_Neck_Exercise_-_Sides/0.jpg
Isometric_Wipers,Contracciones Isométricas de Pecho (Wipers),Peso Corporal,Pecho,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Isometric_Wipers/0.jpg
JM_Press,Press JM con Barra (Tríceps),Barra,Tríceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/JM_Press/0.jpg
Jackknife_Sit-Up,Abdominales Navaja (Jackknife Sit-ups),Peso Corporal,Abdominales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Jackknife_Sit-Up/0.jpg
Janda_Sit-Up,Sit-ups Janda (Abdominales),Peso Corporal,Abdominales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Janda_Sit-Up/0.jpg
Jefferson_Squats,Sentadilla Jefferson con Barra,Barra,Cuádriceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Jefferson_Squats/0.jpg
Jerk_Balance,Balance de Envión con Barra,Barra,Hombros,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Jerk_Balance/0.jpg
Jerk_Dip_Squat,Sentadilla Corta de Envión con Barra (Jerk Dip),Barra,Cuádriceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Jerk_Dip_Squat/0.jpg
Jogging_Treadmill,Trote en Cinta,Máquina,Cuádriceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Jogging_Treadmill/0.jpg
Keg_Load,Carga de Barril (Strongman),Otros,Espalda Baja,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Keg_Load/0.jpg
Kettlebell_Arnold_Press,Press Arnold con Kettlebell,Kettlebell,Hombros,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Kettlebell_Arnold_Press/0.jpg
Kettlebell_Dead_Clean,Dead Clean con Kettlebell,Kettlebell,Femorales,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Kettlebell_Dead_Clean/0.jpg
Kettlebell_Figure_8,Figura de 8 con Kettlebell,Kettlebell,Abdominales,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Kettlebell_Figure_8/0.jpg
Kettlebell_Hang_Clean,Hang Clean con Kettlebell,Kettlebell,Femorales,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Kettlebell_Hang_Clean/0.jpg
Kettlebell_One-Legged_Deadlift,Peso Muerto Rumano a una Pierna con Kettlebell,Kettlebell,Femorales,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Kettlebell_One-Legged_Deadlift/0.jpg
Kettlebell_Pass_Between_The_Legs,Pasaje de Kettlebell entre Piernas,Kettlebell,Abdominales,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Kettlebell_Pass_Between_The_Legs/0.jpg
Kettlebell_Pirate_Ships,Paseos Pirata con Kettlebell (Hombros),Kettlebell,Hombros,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Kettlebell_Pirate_Ships/0.jpg
Kettlebell_Pistol_Squat,Sentadilla Pistola con Kettlebell,Kettlebell,Cuádriceps,Avanzado,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Kettlebell_Pistol_Squat/0.jpg
Kettlebell_Seated_Press,Press Militar Sentado con Kettlebell,Kettlebell,Hombros,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Kettlebell_Seated_Press/0.jpg
Kettlebell_Seesaw_Press,Press de Hombros en Sube y Baja con Kettlebells,Kettlebell,Hombros,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Kettlebell_Seesaw_Press/0.jpg
Kettlebell_Sumo_High_Pull,Tirón Alto Sumo con Kettlebell,Kettlebell,Trapecio,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Kettlebell_Sumo_High_Pull/0.jpg
Kettlebell_Thruster,Thrusters con Kettlebell,Kettlebell,Hombros,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Kettlebell_Thruster/0.jpg
Kettlebell_Turkish_Get-Up_Lunge_style,Levantamiento Turco con Kettlebell (Estilo Zancada),Kettlebell,Hombros,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Kettlebell_Turkish_Get-Up_Lunge_style/0.jpg
Kettlebell_Turkish_Get-Up_Squat_style,Levantamiento Turco con Kettlebell (Estilo Sentadilla),Kettlebell,Hombros,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Kettlebell_Turkish_Get-Up_Squat_style/0.jpg
Kettlebell_Windmill,Molino con Kettlebell,Kettlebell,Abdominales,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Kettlebell_Windmill/0.jpg
Kipping_Muscle_Up,Muscle Up con Balanceo (Kipping),Otros,Dorsales,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Kipping_Muscle_Up/0.jpg
Knee_Across_The_Body,Estiramiento de Cadera (Rodilla al Lado Opuesto),,Glúteos,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Knee_Across_The_Body/0.jpg
Knee_Circles,Rotaciones de Rodilla,Peso Corporal,Gemelos,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Knee_Circles/0.jpg
Knee_Hip_Raise_On_Parallel_Bars,Elevación de Rodillas en Paralelas,Otros,Abdominales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Knee_Hip_Raise_On_Parallel_Bars/0.jpg
Knee_Tuck_Jump,Saltos con Rodillas al Pecho,Peso Corporal,Femorales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Knee_Tuck_Jump/0.jpg
Kneeling_Arm_Drill,Rotaciones de Brazos de Rodillas,,Hombros,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Kneeling_Arm_Drill/0.jpg
Kneeling_Cable_Crunch_With_Alternating_Oblique_Twists,Crunch de Oblicuos Arrodillado en Polea,Polea,Abdominales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Kneeling_Cable_Crunch_With_Alternating_Oblique_Twists/0.jpg
Kneeling_Cable_Triceps_Extension,Extensión de Tríceps Arrodillado en Polea,Polea,Tríceps,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Kneeling_Cable_Triceps_Extension/0.jpg
Kneeling_Forearm_Stretch,Estiramiento de Antebrazos Arrodillado,,Antebrazos,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Kneeling_Forearm_Stretch/0.jpg
Kneeling_High_Pulley_Row,Remo de Rodillas en Polea Alta,Polea,Dorsales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Kneeling_High_Pulley_Row/0.jpg
Kneeling_Hip_Flexor,Estiramiento del Flexor de Cadera de Rodillas,,Cuádriceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Kneeling_Hip_Flexor/0.jpg
Kneeling_Jump_Squat,Sentadilla con Salto desde Rodillas,Barra,Glúteos,Avanzado,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Kneeling_Jump_Squat/0.jpg
Kneeling_Single-Arm_High_Pulley_Row,Remo Unilateral de Rodillas en Polea Alta,Polea,Dorsales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Kneeling_Single-Arm_High_Pulley_Row/0.jpg
Kneeling_Squat,Sentadilla de Rodillas con Barra,Barra,Glúteos,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Kneeling_Squat/0.jpg
Landmine_180s,Giros Landmine 180 (Abdominales),Barra,Abdominales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Landmine_180s/0.jpg
Landmine_Linear_Jammer,Empuje Lineal Landmine (Hombros),Barra,Hombros,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Landmine_Linear_Jammer/0.jpg
Lateral_Bound,Saltos Laterales a una Pierna,Peso Corporal,Aductores,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Lateral_Bound/0.jpg
Lateral_Box_Jump,Saltos Laterales al Cajón,Otros,Aductores,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Lateral_Box_Jump/0.jpg
Lateral_Cone_Hops,Saltos de Cono Laterales,Otros,Aductores,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Lateral_Cone_Hops/0.jpg
Lateral_Raise_-_With_Bands,Vuelos Laterales con Banda,Banda,Hombros,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Lateral_Raise_-_With_Bands/0.jpg
Latissimus_Dorsi-SMR,Masaje del Dorsal con Foam Roller,Foam Roller,Dorsales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Latissimus_Dorsi-SMR/0.jpg
Leg-Over_Floor_Press,Floor Press Cruzando Pierna con Kettlebell,Kettlebell,Pecho,Intermedio,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Leg-Over_Floor_Press/0.jpg
Leg-Up_Hamstring_Stretch,Estiramiento de Femorales Elevando Pierna,,Femorales,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Leg-Up_Hamstring_Stretch/0.jpg
Leg_Extensions,Sillón de Cuádriceps (Extensiones de Pierna),Máquina,Cuádriceps,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Leg_Extensions/0.jpg
Leg_Lift,Elevación de Piernas para Glúteos,Peso Corporal,Glúteos,Principiante,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Leg_Lift/0.jpg
